global_step,phase,run,epoch,loss,lr
146182,finetune,ft-15,,0.102791,2.283700237396604e-07
146232,finetune,ft-15,,0.102635,2.2966859926403723e-07
146282,finetune,ft-15,,0.102691,2.3097362273046916e-07
146332,finetune,ft-15,,0.102655,2.322850923932838e-07
146382,finetune,ft-15,,0.102753,2.3360300649818616e-07
146432,finetune,ft-15,,0.102713,2.3492736328226326e-07
146482,finetune,ft-15,,0.102757,2.3625816097398087e-07
146532,finetune,ft-15,,0.102771,2.375953977931905e-07
146582,finetune,ft-15,,0.102708,2.3893907195113003e-07
146632,finetune,ft-15,,0.102795,2.4028918165042637e-07
146682,finetune,ft-15,,0.102807,2.416457250850991e-07
146732,finetune,ft-15,,0.102754,2.4300870044055946e-07
146782,finetune,ft-15,,0.102779,2.443781058936171e-07
146832,finetune,ft-15,,0.102785,2.4575393961247855e-07
146882,finetune,ft-15,,0.102708,2.471361997567527e-07
146932,finetune,ft-15,,0.102755,2.4852488447745303e-07
146982,finetune,ft-15,,0.102721,2.4991999191699673e-07
147032,finetune,ft-15,,0.102736,2.513215202092114e-07
147082,finetune,ft-15,,0.102641,2.5272946747933466e-07
147132,finetune,ft-15,,0.102657,2.541438318440185e-07
147182,finetune,ft-15,,0.102689,2.555646114113323e-07
147232,finetune,ft-15,,0.102687,2.5699180428076046e-07
147282,finetune,ft-15,,0.102722,2.5842540854321285e-07
147332,finetune,ft-15,,0.102693,2.598654222810194e-07
147382,finetune,ft-15,,0.102685,2.613118435679382e-07
147450,finetune,ft-16,,0.093831,2.632892558739923e-07
147500,finetune,ft-16,,0.095163,2.6475079129027014e-07
147550,finetune,ft-16,,0.094541,2.662187277207206e-07
147600,finetune,ft-16,,0.09387,2.676930632017518e-07
147650,finetune,ft-16,,0.094746,2.6917379576120836e-07
147700,finetune,ft-16,,0.09456,2.7066092341838285e-07
147750,finetune,ft-16,,0.094595,2.721544441840107e-07
147800,finetune,ft-16,,0.094469,2.73654356060275e-07
147850,finetune,ft-16,,0.094806,2.7516065704081146e-07
147900,finetune,ft-16,,0.094792,2.766733451107082e-07
147950,finetune,ft-16,,0.094849,2.7819241824650963e-07
148000,finetune,ft-16,,0.095017,2.797178744162199e-07
148050,finetune,ft-16,,0.094914,2.8124971157930327e-07
148100,finetune,ft-16,,0.09498,2.827879276866914e-07
148150,finetune,ft-16,,0.09489,2.8433252068077985e-07
148200,finetune,ft-16,,0.094989,2.858834884954358e-07
148250,finetune,ft-16,,0.094925,2.8744082905599976e-07
148300,finetune,ft-16,,0.094916,2.8900454027928546e-07
148350,finetune,ft-16,,0.09482,2.905746200735881e-07
148400,finetune,ft-16,,0.094775,2.921510663386799e-07
148450,finetune,ft-16,,0.094859,2.9373387696582096e-07
148500,finetune,ft-16,,0.094897,2.953230498377543e-07
148550,finetune,ft-16,,0.094908,2.969185828287157e-07
148600,finetune,ft-16,,0.094805,2.985204738044322e-07
148650,finetune,ft-16,,0.094854,3.0012872062212436e-07
148700,finetune,ft-16,,0.09484,3.017433211305128e-07
148750,finetune,ft-16,,0.094846,3.0336427316981923e-07
148800,finetune,ft-16,,0.094871,3.049915745717674e-07
148850,finetune,ft-16,,0.094809,3.066252231595903e-07
148900,finetune,ft-16,,0.094874,3.082652167480274e-07
148950,finetune,ft-16,,0.094798,3.0991155314333404e-07
149000,finetune,ft-16,,0.094765,3.1156423014327854e-07
149050,finetune,ft-16,,0.094806,3.13223245537149e-07
149100,finetune,ft-16,,0.094785,3.1488859710575495e-07
149150,finetune,ft-16,,0.094742,3.1656028262142894e-07
149200,finetune,ft-16,,0.094732,3.182382998480332e-07
149250,finetune,ft-16,,0.09471,3.1992264654095816e-07
149300,finetune,ft-16,,0.094695,3.2161332044712985e-07
149350,finetune,ft-16,,0.094726,3.2331031930500745e-07
149400,finetune,ft-16,,0.094716,3.2501364084459237e-07
149450,finetune,ft-16,,0.094668,3.2672328278742687e-07
149500,finetune,ft-16,,0.094671,3.284392428465992e-07
149550,finetune,ft-16,,0.094665,3.301615187267465e-07
149600,finetune,ft-16,,0.094659,3.318901081240576e-07
149668,finetune,ft-16,,0.092431,3.3425111747938427e-07
149718,finetune,ft-16,,0.093599,3.3599459759439196e-07
149768,finetune,ft-17,,0.108161,3.377443834239146e-07
149818,finetune,ft-17,,0.107969,3.395004726273402e-07
149868,finetune,ft-17,,0.109162,3.4126286285562735e-07
149918,finetune,ft-17,,0.109147,3.4303155175130614e-07
149968,finetune,ft-17,,0.109001,3.4480653694847923e-07
150018,finetune,ft-17,,0.108704,3.465878160728302e-07
150068,finetune,ft-17,,0.108666,3.4837538674161916e-07
150118,finetune,ft-17,,0.108694,3.501692465636938e-07
150168,finetune,ft-17,,0.108639,3.5196939313948813e-07
150218,finetune,ft-17,,0.10872,3.537758240610263e-07
150268,finetune,ft-17,,0.108829,3.5558853691192653e-07
150318,finetune,ft-17,,0.1088,3.5740752926740264e-07
150368,finetune,ft-17,,0.108978,3.592327986942701e-07
150418,finetune,ft-17,,0.10889,3.6106434275094887e-07
150468,finetune,ft-17,,0.108607,3.629021589874628e-07
150518,finetune,ft-17,,0.108508,3.647462449454489e-07
150568,finetune,ft-17,,0.108494,3.665965981581535e-07
150618,finetune,ft-17,,0.108468,3.684532161504423e-07
150668,finetune,ft-17,,0.108538,3.7031609643880195e-07
150718,finetune,ft-17,,0.108523,3.7218523653133967e-07
150768,finetune,ft-17,,0.108402,3.7406063392778994e-07
150818,finetune,ft-17,,0.108352,3.759422861195164e-07
150868,finetune,ft-17,,0.108282,3.7783019058951904e-07
150918,finetune,ft-17,,0.108349,3.797243448124312e-07
150968,finetune,ft-17,,0.108256,3.816247462545275e-07
151018,finetune,ft-17,,0.108197,3.835313923737259e-07
151068,finetune,ft-17,,0.10824,3.854442806195909e-07
151118,finetune,ft-17,,0.108206,3.873634084333375e-07
151168,finetune,ft-17,,0.108212,3.8928877324783444e-07
151218,finetune,ft-17,,0.108126,3.912203724876058e-07
151268,finetune,ft-17,,0.108217,3.931582035688399e-07
151318,finetune,ft-17,,0.108254,3.9510226389938365e-07
151368,finetune,ft-17,,0.108215,3.9705255087875657e-07
151418,finetune,ft-17,,0.108246,3.9900906189814583e-07
151468,finetune,ft-17,,0.10822,4.00971794340415e-07
151518,finetune,ft-17,,0.108112,4.0294074558010426e-07
151568,finetune,ft-17,,0.108178,4.0491591298343373e-07
151618,finetune,ft-17,,0.108184,4.068972939083131e-07
151668,finetune,ft-17,,0.108237,4.08884885704335e-07
151718,finetune,ft-17,,0.108309,4.1087868571278747e-07
151768,finetune,ft-17,,0.108342,4.1287869126665443e-07
151818,finetune,ft-17,,0.108352,4.148848996906157e-07
151886,finetune,ft-18-p,,0.121297,4.1762329268832516e-07
151936,finetune,ft-18-p,,0.1213,4.196441292308084e-07
151986,finetune,ft-18-p,,0.121189,4.2167115959356147e-07
152036,finetune,ft-18-p,,0.120157,4.2370438106511717e-07
152086,finetune,ft-18-p,,0.120295,4.25743790925728e-07
152136,finetune,ft-18-p,,0.120584,4.2778938644736494e-07
152186,finetune,ft-18-p,,0.120275,4.2984116489372556e-07
152236,finetune,ft-18-p,,0.120595,4.3189912352023815e-07
152286,finetune,ft-18-p,,0.120372,4.3396325957406236e-07
152336,finetune,ft-18-p,,0.12027,4.3603357029409783e-07
152386,finetune,ft-18-p,,0.120615,4.3811005291097936e-07
152436,finetune,ft-18-p,,0.120295,4.4019270464709213e-07
152486,finetune,ft-18-p,,0.120437,4.4228152271656317e-07
152536,finetune,ft-18-p,,0.120368,4.443765043252754e-07
152586,finetune,ft-18-p,,0.1201,4.4647764667086486e-07
152636,finetune,ft-18-p,,0.11995,4.4858494694272703e-07
152686,finetune,ft-18-p,,0.120026,4.5069840232202144e-07
152736,finetune,ft-18-p,,0.120009,4.5281800998167183e-07
152786,finetune,ft-18-p,,0.120039,4.5494376708637473e-07
152836,finetune,ft-18-p,,0.120092,4.570756707925998e-07
152886,finetune,ft-18-p,,0.120018,4.592137182485941e-07
152936,finetune,ft-18-p,,0.120006,4.6135790659438803e-07
152986,finetune,ft-18-p,,0.119731,4.635082329617945e-07
153036,finetune,ft-18-p,,0.11965,4.656646944744199e-07
153086,finetune,ft-18-p,,0.11979,4.678272882476615e-07
153136,finetune,ft-18-p,,0.119776,4.6999601138871346e-07
153186,finetune,ft-18-p,,0.119735,4.7217086099657256e-07
153236,finetune,ft-18-p,,0.119749,4.743518341620388e-07
153286,finetune,ft-18-p,,0.119853,4.765389279677226e-07
153336,finetune,ft-18-p,,0.119886,4.787321394880471e-07
153386,finetune,ft-18-p,,0.11992,4.809314657892499e-07
153436,finetune,ft-18-p,,0.119969,4.831369039293911e-07
153486,finetune,ft-18-p,,0.119954,4.853484509583527e-07
153536,finetune,ft-18-p,,0.119883,4.87566103917849e-07
153586,finetune,ft-18-p,,0.119959,4.897898598414241e-07
153636,finetune,ft-18-p,,0.119952,4.920197157544584e-07
153686,finetune,ft-18-p,,0.119856,4.942556686741742e-07
153736,finetune,ft-18-p,,0.119834,4.964977156096349e-07
153786,finetune,ft-18-p,,0.119863,4.987458535617567e-07
153836,finetune,ft-18-p,,0.119939,5.010000795233061e-07
153886,finetune,ft-18-p,,0.119862,5.032603904789039e-07
153936,finetune,ft-18-p,,0.119971,5.055267834050345e-07
153986,finetune,ft-18-p,,0.119984,5.077992552700435e-07
154036,finetune,ft-18-p,,0.119999,5.10077803034148e-07
154086,finetune,ft-18-p,,0.119997,5.123624236494383e-07
154136,finetune,ft-18-p,,0.120014,5.146531140598762e-07
154186,finetune,ft-18-p,,0.120084,5.169498712013084e-07
154236,finetune,ft-18-p,,0.120164,5.192526920014667e-07
154286,finetune,ft-18-p,,0.120167,5.215615733799695e-07
154336,finetune,ft-18-p,,0.120182,5.238765122483291e-07
154386,finetune,ft-18-p,,0.120129,5.26197505509955e-07
154436,finetune,ft-18-p,,0.120118,5.285245500601595e-07
154486,finetune,ft-18-p,,0.120138,5.308576427861571e-07
154536,finetune,ft-18-p,,0.120129,5.331967805670757e-07
154586,finetune,ft-18-p,,0.120224,5.355419602739535e-07
154636,finetune,ft-18-p,,0.120252,5.378931787697501e-07
154686,finetune,ft-18-p,,0.120236,5.402504329093442e-07
154736,finetune,ft-18-p,,0.120225,5.426137195395416e-07
154786,finetune,ft-18-p,,0.12023,5.449830354990814e-07
154836,finetune,ft-18-p,,0.120187,5.473583776186327e-07
154886,finetune,ft-18-p,,0.120171,5.497397427208084e-07
154936,finetune,ft-18-p,,0.12022,5.521271276201633e-07
154986,finetune,ft-18-p,,0.120267,5.545205291231972e-07
155036,finetune,ft-18-p,,0.120271,5.569199440283661e-07
155086,finetune,ft-18-p,,0.120298,5.593253691260784e-07
155136,finetune,ft-18-p,,0.120294,5.617368011987039e-07
155186,finetune,ft-18-p,,0.120256,5.641542370205782e-07
155236,finetune,ft-18-p,,0.120219,5.665776733580052e-07
155286,finetune,ft-18-p,,0.120263,5.690071069692633e-07
155336,finetune,ft-18-p,,0.120273,5.714425346046063e-07
155386,finetune,ft-18-p,,0.120302,5.738839530062714e-07
155436,finetune,ft-18-p,,0.120288,5.763313589084848e-07
155486,finetune,ft-18-p,,0.120286,5.787847490374556e-07
155536,finetune,ft-18-p,,0.120335,5.812441201113986e-07
155586,finetune,ft-18-p,,0.120354,5.837094688405189e-07
155636,finetune,ft-18-p,,0.120362,5.861807919270315e-07
155686,finetune,ft-18-p,,0.120375,5.886580860651593e-07
155736,finetune,ft-18-p,,0.120376,5.911413479411343e-07
155786,finetune,ft-18-p,,0.120382,5.936305742332105e-07
155836,finetune,ft-18-p,,0.120386,5.961257616116581e-07
155886,finetune,ft-18-p,,0.120397,5.986269067387776e-07
155936,finetune,ft-18-p,,0.120416,6.011340062689002e-07
155986,finetune,ft-18-p,,0.120437,6.036470568483878e-07
156036,finetune,ft-18-p,,0.120427,6.061660551156475e-07
156086,finetune,ft-18-p,,0.120453,6.086909977011271e-07
156136,finetune,ft-18-p,,0.120435,6.112218812273229e-07
156186,finetune,ft-18-p,,0.120406,6.137587023087864e-07
156236,finetune,ft-18-p,,0.120414,6.163014575521238e-07
156286,finetune,ft-18-p,,0.120406,6.188501435560077e-07
156336,finetune,ft-18-p,,0.120353,6.214047569111707e-07
156386,finetune,ft-18-p,,0.120348,6.239652942004218e-07
156436,finetune,ft-18-p,,0.120305,6.265317519986469e-07
156486,finetune,ft-18-p,,0.120317,6.291041268728085e-07
156536,finetune,ft-18-p,,0.120255,6.316824153819555e-07
156586,finetune,ft-18-p,,0.120253,6.34266614077226e-07
156636,finetune,ft-18-p,,0.120237,6.368567195018524e-07
156686,finetune,ft-18-p,,0.120216,6.39452728191169e-07
156736,finetune,ft-18-p,,0.120194,6.420546366726083e-07
156786,finetune,ft-18-p,,0.120195,6.44662441465715e-07
156836,finetune,ft-18-p,,0.120172,6.472761390821428e-07
156886,finetune,ft-18-p,,0.120122,6.498957260256677e-07
156936,finetune,ft-18-p,,0.120119,6.52521198792185e-07
156986,finetune,ft-18-p,,0.120076,6.55152553869715e-07
157036,finetune,ft-18-p,,0.120052,6.577897877384141e-07
157086,finetune,ft-18-p,,0.120044,6.604328968705697e-07
157136,finetune,ft-18-p,,0.120036,6.630818777306153e-07
157186,finetune,ft-18-p,,0.120037,6.657367267751248e-07
157236,finetune,ft-18-p,,0.12002,6.683974404528285e-07
157286,finetune,ft-18-p,,0.120013,6.710640152046063e-07
157336,finetune,ft-18-p,,0.120016,6.737364474634988e-07
157386,finetune,ft-18-p,,0.119972,6.76414733654716e-07
157436,finetune,ft-18-p,,0.119965,6.79098870195632e-07
157486,finetune,ft-18-p,,0.119953,6.817888534957975e-07
157536,finetune,ft-18-p,,0.120009,6.844846799569429e-07
157586,finetune,ft-18-p,,0.120008,6.871863459729794e-07
157636,finetune,ft-18-p,,0.120022,6.898938479300124e-07
157686,finetune,ft-18-p,,0.120014,6.926071822063341e-07
157736,finetune,ft-18-p,,0.120028,6.953263451724394e-07
157786,finetune,ft-18-p,,0.120005,6.98051333191027e-07
157836,finetune,ft-18-p,,0.119965,7.007821426169995e-07
157886,finetune,ft-18-p,,0.119945,7.035187697974779e-07
157936,finetune,ft-18-p,,0.119904,7.062612110717969e-07
157986,finetune,ft-18-p,,0.119891,7.090094627715135e-07
158036,finetune,ft-18-p,,0.119854,7.117635212204165e-07
158086,finetune,ft-18-p,,0.119864,7.145233827345239e-07
158136,finetune,ft-18-p,,0.119887,7.172890436220936e-07
158186,finetune,ft-18-p,,0.119898,7.200605001836219e-07
158236,finetune,ft-18-p,,0.119929,7.228377487118572e-07
158286,finetune,ft-18-p,,0.119936,7.256207854917979e-07
158336,finetune,ft-18-p,,0.119926,7.284096068006993e-07
158386,finetune,ft-18-p,,0.119931,7.312042089080799e-07
158436,finetune,ft-18-p,,0.119896,7.34004588075725e-07
158486,finetune,ft-18-p,,0.119925,7.368107405576932e-07
158536,finetune,ft-18-p,,0.119925,7.396226626003197e-07
158586,finetune,ft-18-p,,0.119896,7.424403504422204e-07
158636,finetune,ft-18-p,,0.119889,7.45263800314302e-07
158686,finetune,ft-18-p,,0.119884,7.480930084397605e-07
158736,finetune,ft-18-p,,0.119889,7.509279710340902e-07
158786,finetune,ft-18-p,,0.119859,7.5376868430509e-07
158836,finetune,ft-18-p,,0.119867,7.566151444528627e-07
158886,finetune,ft-18-p,,0.119847,7.594673476698269e-07
158936,finetune,ft-18-p,,0.119814,7.623252901407166e-07
158986,finetune,ft-18-p,,0.119831,7.651889680425899e-07
159036,finetune,ft-18-p,,0.119827,7.680583775448345e-07
159086,finetune,ft-18-p,,0.119858,7.70933514809167e-07
159136,finetune,ft-18-p,,0.119866,7.738143759896472e-07
159233,finetune,ft-19,,0.103748,7.79419555703978e-07
159283,finetune,ft-19,,0.103797,7.823172228499984e-07
159333,finetune,ft-18-p,,0.116723,7.85220598684687e-07
159383,finetune,ft-19,,0.104578,7.881296793243263e-07
159433,finetune,ft-19,,0.104481,7.910444608775721e-07
159483,finetune,ft-19,,0.104419,7.939649394454491e-07
159533,finetune,ft-19,,0.103951,7.968911111213651e-07
159583,finetune,ft-19,,0.103754,7.998229719911092e-07
159633,finetune,ft-19,,0.103931,8.027605181328642e-07
159683,finetune,ft-19,,0.104063,8.057037456172043e-07
159733,finetune,ft-19,,0.104168,8.086526505071045e-07
159783,finetune,ft-19,,0.104346,8.116072288579484e-07
159833,finetune,ft-19,,0.104347,8.145674767175272e-07
159883,finetune,ft-19,,0.104454,8.17533390126049e-07
159933,finetune,ft-19,,0.10439,8.205049651161464e-07
159983,finetune,ft-19,,0.104226,8.234821977128726e-07
160033,finetune,ft-19,,0.104355,8.264650839337208e-07
160083,finetune,ft-19,,0.10414,8.294536197886137e-07
160133,finetune,ft-19,,0.103924,8.324478012799223e-07
160183,finetune,ft-19,,0.103887,8.354476244024639e-07
160233,finetune,ft-19,,0.104041,8.384530851435074e-07
160283,finetune,ft-19,,0.10395,8.414641794827836e-07
160333,finetune,ft-19,,0.104008,8.444809033924839e-07
160383,finetune,ft-19,,0.10398,8.475032528372749e-07
160433,finetune,ft-19,,0.104049,8.505312237742919e-07
160483,finetune,ft-19,,0.104151,8.535648121531527e-07
160533,finetune,ft-19,,0.104215,8.566040139159649e-07
160583,finetune,ft-19,,0.104127,8.596488249973218e-07
160633,finetune,ft-19,,0.104117,8.626992413243171e-07
160683,finetune,ft-19,,0.104062,8.657552588165434e-07
160733,finetune,ft-19,,0.104068,8.688168733861025e-07
160783,finetune,ft-19,,0.104052,8.718840809376116e-07
160833,finetune,ft-19,,0.104081,8.749568773682004e-07
160883,finetune,ft-19,,0.104104,8.780352585675307e-07
160933,finetune,ft-19,,0.104091,8.811192204177851e-07
160983,finetune,ft-19,,0.104192,8.84208758793688e-07
161033,finetune,ft-19,,0.104086,8.873038695625033e-07
161083,finetune,ft-19,,0.104101,8.904045485840373e-07
161133,finetune,ft-19,,0.103936,8.935107917106508e-07
161183,finetune,ft-19,,0.103954,8.966225947872608e-07
161233,finetune,ft-19,,0.103951,8.997399536513456e-07
161283,finetune,ft-19,,0.103953,9.028628641329566e-07
161333,finetune,ft-19,,0.103943,9.059913220547145e-07
161383,finetune,ft-19,,0.103937,9.091253232318211e-07
161433,finetune,ft-19,,0.10395,9.122648634720615e-07
161483,finetune,ft-19,,0.103952,9.154099385758147e-07
161533,finetune,ft-19,,0.104012,9.185605443360544e-07
161583,finetune,ft-19,,0.103991,9.217166765383543e-07
161633,finetune,ft-19,,0.103966,9.248783309608989e-07
161683,finetune,ft-19,,0.103924,9.280455033744822e-07
161733,finetune,ft-19,,0.103904,9.312181895425204e-07
161783,finetune,ft-19,,0.103879,9.343963852210545e-07
161833,finetune,ft-19,,0.103887,9.375800861587522e-07
161883,finetune,ft-19,,0.1039,9.407692880969193e-07
161933,finetune,ft-19,,0.10388,9.439639867695013e-07
161983,finetune,ft-19,,0.103886,9.471641779030938e-07
162033,finetune,ft-19,,0.103891,9.503698572169454e-07
162083,finetune,ft-19,,0.10386,9.535810204229588e-07
162133,finetune,ft-19,,0.103896,9.567976632257105e-07
162183,finetune,ft-19,,0.103879,9.600197813224356e-07
162233,finetune,ft-19,,0.103841,9.632473704030499e-07
162283,finetune,ft-19,,0.103819,9.664804261501575e-07
162333,finetune,ft-19,,0.103798,9.697189442390373e-07
162383,finetune,ft-19,,0.103839,9.729629203376718e-07
162433,finetune,ft-19,,0.103833,9.762123501067376e-07
162483,finetune,ft-19,,0.103813,9.794672291996183e-07
162533,finetune,ft-19,,0.103852,9.827275532624102e-07
162583,finetune,ft-19,,0.103825,9.859933179339165e-07
162683,finetune,ft-19,,0.103795,9.92541151621947e-07
162733,finetune,ft-19,,0.103745,9.958232118797228e-07
162783,finetune,ft-19,,0.103688,9.99110695228741e-07
162883,finetune,ft-19,,0.103685,1.0057019136031707e-06
162933,finetune,ft-19,,0.103675,1.0090056398118044e-06
163033,finetune,ft-19,,0.103702,1.0156293041756825e-06
163083,finetune,ft-19,,0.103702,1.0189492334707458e-06
163133,finetune,ft-19,,0.103734,1.022274554922404e-06
163183,finetune,ft-19,,0.103764,1.025605264082521e-06
163233,finetune,ft-19,,0.103764,1.028941356495758e-06
163283,finetune,ft-19,,0.103775,1.0322828276995723e-06
163383,finetune,ft-19,,0.10375,1.0389818885927978e-06
163433,finetune,ft-19,,0.103763,1.0423394693211725e-06
163483,finetune,ft-19,,0.103763,1.0457024109180703e-06
163533,finetune,ft-19,,0.103753,1.0490707088850299e-06
163583,finetune,ft-19,,0.103731,1.0524443587164315e-06
163633,finetune,ft-19,,0.103722,1.0558233558994938e-06
163683,finetune,ft-19,,0.103715,1.0592076959142798e-06
163733,finetune,ft-19,,0.103686,1.0625973742337144e-06
163783,finetune,ft-19,,0.103682,1.0659923863235727e-06
163833,finetune,ft-19,,0.103655,1.0693927276425006e-06
163883,finetune,ft-19,,0.103669,1.0727983936420145e-06
163933,finetune,ft-19,,0.103671,1.0762093797665049e-06
163983,finetune,ft-19,,0.103697,1.0796256814532506e-06
164033,finetune,ft-19,,0.103717,1.0830472941324144e-06
164083,finetune,ft-19,,0.103686,1.0864742132270578e-06
164133,finetune,ft-19,,0.103689,1.0899064341531467e-06
164183,finetune,ft-19,,0.103721,1.0933439523195495e-06
164233,finetune,ft-19,,0.103698,1.0967867631280546e-06
164333,finetune,ft-19,,0.103724,1.1036882442431148e-06
164383,finetune,ft-19,,0.103718,1.1071469053178692e-06
164433,finetune,ft-19,,0.103696,1.1106108405711301e-06
164483,finetune,ft-19,,0.103728,1.1140800453693466e-06
164533,finetune,ft-19,,0.103722,1.117554515071917e-06
164583,finetune,ft-19,,0.103703,1.121034245031201e-06
164633,finetune,ft-19,,0.103721,1.1245192305925174e-06
164683,finetune,ft-19,,0.103726,1.1280094670941572e-06
164733,finetune,ft-19,,0.103711,1.1315049498673888e-06
164833,finetune,ft-19,,0.103682,1.138511635518598e-06
164883,finetune,ft-19,,0.103694,1.1420228290240506e-06
164933,finetune,ft-19,,0.103697,1.1455392500560422e-06
165033,finetune,ft-19,,0.103679,1.1525877558776275e-06
165083,finetune,ft-19,,0.103653,1.156119831238747e-06
165133,finetune,ft-19,,0.103673,1.1596571152694808e-06
165183,finetune,ft-19,,0.103668,1.1631996032381557e-06
165233,finetune,ft-19,,0.103695,1.1667472904061466e-06
165283,finetune,ft-19,,0.103686,1.1703001720278693e-06
165333,finetune,ft-19,,0.103703,1.1738582433507954e-06
165383,finetune,ft-19,,0.1037,1.1774214996154521e-06
165433,finetune,ft-19,,0.103706,1.1809899360554293e-06
165483,finetune,ft-19,,0.103688,1.1845635478973879e-06
165533,finetune,ft-19,,0.103675,1.1881423303610666e-06
165583,finetune,ft-19,,0.103689,1.1917262786592896e-06
165683,finetune,ft-19,,0.103727,1.1989096535761129e-06
165733,finetune,ft-19,,0.103734,1.2025090705858336e-06
165783,finetune,ft-19,,0.103737,1.20611363421235e-06
165883,finetune,ft-19,,0.103736,1.2133381820222404e-06
165933,finetune,ft-19,,0.103746,1.2169581565416583e-06
165983,finetune,ft-19,,0.10374,1.2205832583499771e-06
166033,finetune,ft-19,,0.103732,1.224213482598058e-06
166083,finetune,ft-19,,0.103727,1.2278488244299154e-06
166183,finetune,ft-19,,0.103767,1.2351348413867698e-06
166233,finetune,ft-19,,0.103754,1.238785506765592e-06
166283,finetune,ft-19,,0.103759,1.2424412702358414e-06
166333,finetune,ft-19,,0.103744,1.2461021269073674e-06
166383,finetune,ft-19,,0.103744,1.249768071883203e-06
166433,finetune,ft-19,,0.10375,1.2534391002595827e-06
166580,finetune,ft-19,,0.101567,1.2642613188610585e-06
166630,finetune,ft-19,,0.100514,1.2679523279821198e-06
166680,finetune,ft-19,,0.100558,1.2716483961794527e-06
166730,finetune,ft-19,,0.100715,1.2753495185089928e-06
166780,finetune,ft-19,,0.100848,1.279055690019917e-06
166880,finetune,ft-19,,0.101029,1.286483160748844e-06
166930,finetune,ft-19,,0.101889,1.29020445003145e-06
166980,finetune,ft-19,,0.101788,1.2939307686246614e-06
167030,finetune,ft-19,,0.101907,1.2976621115439446e-06
167080,finetune,ft-19,,0.101816,1.3013984737980512e-06
167130,finetune,ft-19,,0.101917,1.3051398503890184e-06
167180,finetune,ft-19,,0.101939,1.3088862363121676e-06
167230,finetune,ft-19,,0.101785,1.3126376265561314e-06
167280,finetune,ft-19,,0.102274,1.3163940161028384e-06
167330,finetune,ft-19,,0.102317,1.3201553999275354e-06
167380,finetune,ft-19,,0.102551,1.323921772998789e-06
167430,finetune,ft-19,,0.102652,1.3276931302784865e-06
167480,finetune,ft-19,,0.102803,1.3314694667218557e-06
167530,finetune,ft-19,,0.102961,1.3352507772774588e-06
167630,finetune,ft-19,,0.102864,1.3428283004863579e-06
167680,finetune,ft-19,,0.102806,1.3466245030035378e-06
167730,finetune,ft-19,,0.102805,1.3504256593607357e-06
167780,finetune,ft-19,,0.10286,1.3542317644733143e-06
167830,finetune,ft-19,,0.102859,1.3580428132500203e-06
167880,finetune,ft-19,,0.102911,1.361858800592979e-06
167930,finetune,ft-19,,0.102978,1.3656797213977164e-06
167980,finetune,ft-19,,0.10299,1.369505570553156e-06
168030,finetune,ft-19,,0.102896,1.373336342941632e-06
168080,finetune,ft-19,,0.102906,1.377172033438892e-06
168230,finetune,ft-19,,0.102872,1.3887085622421905e-06
168280,finetune,ft-19,,0.102902,1.3925638738005797e-06
168330,finetune,ft-19,,0.102894,1.3964240777479376e-06
168380,finetune,ft-19,,0.102884,1.4002891689206482e-06
168430,finetune,ft-19,,0.102947,1.4041591421485487e-06
168480,finetune,ft-19,,0.10294,1.4080339922549467e-06
168530,finetune,ft-19,,0.102891,1.4119137140566372e-06
168630,finetune,ft-19,,0.102995,1.4196877519804388e-06
168680,finetune,ft-19,,0.103004,1.4235820577035687e-06
168730,finetune,ft-19,,0.103024,1.4274812143240328e-06
168780,finetune,ft-19,,0.10303,1.431385216626106e-06
168830,finetune,ft-19,,0.102994,1.4352940593875724e-06
168880,finetune,ft-19,,0.103023,1.4392077373797513e-06
168930,finetune,ft-19,,0.103045,1.4431262453674886e-06
168980,finetune,ft-19,,0.103098,1.4470495781091749e-06
169030,finetune,ft-19,,0.103123,1.4509777303567407e-06
169080,finetune,ft-19,,0.103074,1.4549106968556704e-06
169130,finetune,ft-19,,0.102978,1.4588484723450122e-06
169180,finetune,ft-19,,0.102981,1.462791051557379e-06
169230,finetune,ft-19,,0.102908,1.4667384292189593e-06
169280,finetune,ft-19,,0.102896,1.470690600049525e-06
169330,finetune,ft-19,,0.102944,1.4746475587624308e-06
169380,finetune,ft-19,,0.102968,1.4786093000646258e-06
169430,finetune,ft-19,,0.102953,1.4825758186566692e-06
169480,finetune,ft-19,,0.102951,1.4865471092327274e-06
169530,finetune,ft-19,,0.102935,1.4905231664805855e-06
169580,finetune,ft-19,,0.102921,1.4945039850816417e-06
169630,finetune,ft-19,,0.102948,1.4984895597109354e-06
169680,finetune,ft-19,,0.102943,1.502479885037143e-06
169730,finetune,ft-19,,0.102985,1.5064749557225835e-06
169780,finetune,ft-19,,0.103002,1.5104747664232335e-06
169830,finetune,ft-19,,0.103,1.5144793117887167e-06
169880,finetune,ft-19,,0.103033,1.5184885864623346e-06
169930,finetune,ft-19,,0.103083,1.5225025850810613e-06
169980,finetune,ft-19,,0.103053,1.526521302275549e-06
170030,finetune,ft-19,,0.103069,1.530544732670144e-06
170080,finetune,ft-19,,0.103062,1.5345728708828764e-06
170130,finetune,ft-19,,0.103047,1.5386057115254834e-06
170180,finetune,ft-19,,0.103077,1.5426432492034204e-06
170230,finetune,ft-19,,0.103027,1.5466854785158534e-06
170280,finetune,ft-19,,0.103012,1.5507323940556723e-06
170330,finetune,ft-19,,0.102997,1.5547839904094962e-06
